ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
sikkimese,,389,skk,sip,{},27.8333333333,88.5,Eurasia,,Sikkimese,1778,False,False
sindhi,,182,sdh,snd,{},26.0,69.0,Eurasia,,Sindhi,1529,False,False
sinhala,,182,snh,sin,{},7.0,80.5,Eurasia,,Sinhala,2193,False,False
slovak,,185,svk,slk,{},49.0,20.0,Eurasia,,Slovak,1201,False,False
slovene,,185,slo,slv,{},46.0,15.0,Eurasia,,Slovene,1983,False,False
slovincian,,185,svc,csb,{},54.0,16.0,Eurasia,,Slovincian,600,False,False
solon,,21,sol,evn,{},48.0,120.0,Eurasia,,Solon,601,False,False
sora,,66,sor,srb,{},20.0,84.3333333333,Eurasia,,Sora,1709,False,False
sorbian,,185,srb,"dsb, hsb",{},51.5,14.0,Eurasia,,Sorbian,1370,False,False
sorbian (lower),,185,srl,dsb,{},51.75,14.3333333333,Eurasia,,Sorbian (Lower),451,False,False
sorbian (upper),,185,sou,hsb,{},51.8333333333,14.5,Eurasia,,Sorbian (Upper),900,False,False
south korean sign language,,330,ssl,kvk,{},37.0,128.0,Eurasia,,South Korean Sign Language,452,False,False
spanish,,184,spa,spa,{},40.0,-4.0,Eurasia,,Spanish,2548,True,True
spanish (canary islands),,184,spc,spa,{},28.0,-15.5833333333,Eurasia,,Spanish (Canary Islands),220,False,False
spitian,,389,spi,bod,{},32.25,78.0,Eurasia,,Spitian,1094,False,False
sre,,63,sre,kpm,{},11.5,108.0,Eurasia,,Sre,2106,False,False
stieng,,63,sti,"sti, stt",{},11.8333333333,106.75,Eurasia,,Stieng,1740,False,False
sui,,404,sui,swi,{},26.0,107.5,Eurasia,,Sui,1277,False,False
sulung,,401,slg,suv,{},28.3333333333,93.25,Eurasia,,Sulung,838,False,False
svan,,205,sva,sva,{},43.0,42.5,Eurasia,,Svan,753,False,False
svenska teckenspraket,,330,svt,swl,{},59.0,15.0,Eurasia,,Svenska Teckenspråket,453,False,False
swedish,,181,swe,swe,{},60.0,15.0,Eurasia,,Swedish,2341,False,False
swedish (vasterbotten),,181,swv,swe,{},64.25,19.75,Eurasia,,Swedish (Västerbotten),221,False,False
tabassaran,,267,tbs,tab,{},41.8333333333,47.9166666667,Eurasia,,Tabassaran,454,False,False
taiwanese,,375,taq,nan,{},25.0,121.5,Eurasia,,Taiwanese,223,False,False
tajik,,183,taj,tgk,{},38.6666666667,70.0,Eurasia,,Tajik,1984,False,False
talysh (azerbaijan),,183,taz,tly,{},38.75,48.6666666667,Eurasia,,Talysh (Azerbaijan),456,False,False
talysh (southern),,183,tls,tly,{},37.0,49.0,Eurasia,,Talysh (Southern),1144,False,False
tamang (eastern),,389,tam,"taj, tge",{},27.5,85.666666666667,Eurasia,,Tamang (Eastern),2179,False,False
tamil,,149,tml,tam,{},11.0,78.5,Eurasia,,Tamil,2356,False,False
tamil (spoken),,149,tsp,tam,{},11.0,78.0,Eurasia,,Tamil (Spoken),224,False,False
tangbe,,389,tbx,skj,{},28.9166666667,83.75,Eurasia,,Tangbe,2610,False,False
tarao,,386,tao,tro,{},24.25,94.1666666667,Eurasia,,Tarao,1486,False,False
tatar,,19,tvo,tat,{},56.0,49.5,Eurasia,,Tatar,2180,False,False
tatar (baraba),,19,ttb,tat,{},55.3333333333,78.3333333333,Eurasia,,Tatar (Baraba),225,False,False
tatar (mishar),,19,tmi,tat,{},55.5,49.0,Eurasia,,Tatar (Mishar),226,False,False
tatarnoghay (alabugat),,19,tlb,nog,{},47.4166666667,45.6666666667,Eurasia,,Tatar-Noghay (Alabugat),227,False,False
tati (southern),,183,tts,tks,{},36.0,49.6666666667,Eurasia,,Tati (Southern),1146,False,False
tat (muslim),,183,tmu,ttt,{},41.25,48.75,Eurasia,,Tat (Muslim),462,False,False
telugu,,147,tel,tel,{},16.0,79.0,Eurasia,,Telugu,2286,False,False
temiar,,62,tmr,tea,{},5.0,101.5,Eurasia,,Temiar,1985,False,False
thadou,,386,thd,tcz,{},24.4166666667,93.9166666667,Eurasia,,Thadou,903,False,False
thai,,404,tha,tha,{},16.0,101.0,Eurasia,,Thai,2514,True,True
thai sign language,,330,ths,tsq,{},15.0,101.0,Eurasia,,Thai Sign Language,466,False,False
thakali,,389,thk,ths,{},29.0,83.75,Eurasia,,Thakali,1625,False,False
thangmi,,512,thn,thf,{},27.75,86.0,Eurasia,,Thangmi,1371,False,False
thulung,,512,thu,tdh,{},27.4166666667,86.5,Eurasia,,Thulung,1427,False,False
tibetan (dingri),,389,tdi,bod,{},28.5,86.5,Eurasia,,Tibetan (Dingri),2611,False,False
tibetan (drokpa),,389,tdr,bod,{},32.25,81.25,Eurasia,,Tibetan (Drokpa),2612,False,False
tibetan (modern literary),,389,tmo,bod,{},29.8333333333,91.5,Eurasia,,Tibetan (Modern Literary),1741,False,False
tibetan (shigatse),,389,tis,bod,{},29.0,89.0,Eurasia,,Tibetan (Shigatse),758,False,False
tibetan (standard spoken),,389,tib,bod,{},30.0,91.0,Eurasia,,Tibetan (Standard Spoken),2182,False,False
tinani,,389,tni,lbf,{},32.3333333333,77.1666666667,Eurasia,,Tinani,1147,False,False
tindi,,269,tnd,tin,{},42.3666666667,46.25,Eurasia,,Tindi,233,False,False
tod,,389,tod,sbu,{},32.4166666667,77.25,Eurasia,,Tod,234,False,False
toda,,149,tda,tcx,{},11.4166666667,76.75,Eurasia,,Toda,469,False,False
tofa,,19,tof,kim,{},53.75,98.0,Eurasia,,Tofa,470,False,False
torwali,,182,trw,trw,{},34.25,72.0,Eurasia,,Torwali,1376,False,False
tsakhur,,267,tsa,tkr,{},41.6666666667,47.1666666667,Eurasia,,Tsakhur,1205,False,False
tsat,,519,tst,huq,{},18.25,109.5,Eurasia,,Tsat,614,False,False
tsez,,269,tsz,ddo,{},42.25,45.75,Eurasia,,Tsez,1148,False,False
tshangla,,389,tgl,tsj,{},27.8333333333,92.1666666667,Eurasia,,Tshangla,1573,False,False
tsovatush,,268,ttu,bbl,{},42.5,45.5,Eurasia,,Tsova-Tush,2167,False,False
tulu,,149,tul,tcy,{},12.75,75.3333333333,Eurasia,,Tulu,1945,False,False
turkic (eastcentral xorasan),,19,tex,kmz,{},37.0,59.0,Eurasia,,Turkic (East-Central Xorasan),237,False,False
turkic (west xorasan),,19,twx,kmz,{},36.6666666667,56.0,Eurasia,,Turkic (West Xorasan),238,False,False
turk isaret dili,,330,tui,tsm,{},39.0,34.0,Eurasia,,Türk Isaret Dili,474,False,False
turkish,,19,tur,tur,{},39.0,35.0,Eurasia,,Turkish,2549,True,True
turkmen,,19,tkm,tuk,{},40.0,58.0,Eurasia,,Turkmen,1627,False,False
tutsa,,388,tvt,tvt,{},27.5,96.5,Eurasia,,Tutsa,2624,False,False
tuvan,,19,tuv,tyv,{},52.0,95.0,Eurasia,,Tuvan,2292,False,False
ubykh,,325,uby,uby,{},43.6666666667,39.6666666667,Eurasia,,Ubykh,1968,False,False
udi,,267,udi,udi,{},41.0,48.0,Eurasia,,Udi,1576,False,False
udihe,,21,udh,ude,{},47.6666666667,136.25,Eurasia,,Udihe,2184,False,False
udmurt,,468,udm,udm,{},57.5,52.5,Eurasia,,Udmurt,2050,False,False
ukrainian,,185,ukr,ukr,{},49.0,33.0,Eurasia,,Ukrainian,2160,False,False
ulcha,,21,ulc,ulc,{},52.25,140.333333333,Eurasia,,Ulcha,240,False,False
urak lawoi,,519,url,urk,{},8.0,98.3333333333,Eurasia,,Urak Lawoi',1917,False,False
urdu,,182,urd,urd,{},25.0,67.0,Eurasia,,Urdu,1969,False,False
urum,,19,urm,uum,{},47.1166666667,37.55,Eurasia,,Urum,244,False,False
uyghur,,19,uyg,uig,{},40.0,80.0,Eurasia,,Uyghur,1782,False,False
uzbek,,19,uzb,"uzn, uzs",{},39.0,66.0,Eurasia,,Uzbek,2282,False,False
uzbek (northern),,19,uzn,uzn,{},40.6666666667,66.5,Eurasia,,Uzbek (Northern),1492,False,False
vafsi,,183,vaf,vaf,{},34.6666666667,49.9166666667,Eurasia,,Vafsi,1432,False,False
vasavi,,182,vas,vas,{},24.5,71.5,Eurasia,,Vasavi,762,False,False
vedda,,182,ved,ved,{},7.0,81.0,Eurasia,,Vedda,482,False,False
veps,,465,vep,vep,{},60.0,35.0,Eurasia,,Veps,246,False,False
vietnamese,,67,vie,vie,{},10.5,106.5,Eurasia,,Vietnamese,2522,True,True
vlaamse gebarentaal,,330,vla,vgt,{},51.0,4.0,Eurasia,,Vlaamse Gebarentaal,483,False,False
votic,,465,vot,vot,{},59.5,30.0,Eurasia,,Votic,1493,False,False
waigali,,694,wgl,wbk,{},35.0,71.25,Eurasia,,Waigali,616,False,False
wakhi,,183,wak,wbl,{},36.5,72.0,Eurasia,,Wakhi,1666,False,False
wambule,,512,wme,wme,{},29.25,85.9166666667,Eurasia,,Wambule,2620,False,False
welsh,,187,wel,cym,{},52.0,-3.0,Eurasia,,Welsh,2317,False,False
welsh (colloquial),,187,wec,cym,{},52.75,-3.5833,Eurasia,,Welsh (Colloquial),2576,False,False
wu,,375,wuc,wuu,{},31.6666666667,119.916666667,Eurasia,,Wu,1209,False,False
xiamen,,375,xia,nan,{},24.5,118.166666667,Eurasia,,Xiamen,1287,False,False
yaghnobi,,183,ygn,yai,{},39.0,69.0,Eurasia,,Yaghnobi,251,False,False
yakut,,19,ykt,sah,{},62.0,130.0,Eurasia,,Yakut,2287,False,False
yamphu,,512,ybi,ybi,{},27.5833333333,87.3333333333,Eurasia,,Yamphu,2621,False,False
yay,,404,yay,pcc,{},22.4166666667,104.75,Eurasia,,Yay,1819,False,False
yazgulyam,,183,yaz,yah,{},38.5,71.5,Eurasia,,Yazgulyam,851,False,False
yazva,,468,yzv,kpv,{},65.0,55.0,Eurasia,,Yazva,772,False,False
yi,,380,yi,iii,{},24.0,104.0,Eurasia,,Yi,1151,False,False
yiddish,,181,ydd,"ydd, yih",{},52.0,23.0,Eurasia,,Yiddish,490,False,False
yiddish (bessarabian),,181,ydb,ydd,{},47.0,28.5,Eurasia,,Yiddish (Bessarabian),255,False,False
yiddish (lithuanian),,181,ylt,ydd,{},55.0,25.0,Eurasia,,Yiddish (Lithuanian),256,False,False
yiddish (lodz),,181,ydl,ydd,{},51.75,19.4166666667,Eurasia,,Yiddish (Lodz),257,False,False
yugh,,503,yug,yug,{},61.0,90.0,Eurasia,,Yugh,258,False,False
yukaghir (kolyma),,505,yko,yux,{},65.75,150.833333333,Eurasia,,Yukaghir (Kolyma),2504,False,True
yukaghir (tundra),,505,ytu,ykg,{},69.0,155.0,Eurasia,,Yukaghir (Tundra),2053,False,False
yupik (naukan),,158,yna,ynk,{},66.0,-172.0,Eurasia,,Yupik (Naukan),624,False,False
yupik (siberian),,158,yus,ess,{},65.0,-173.0,Eurasia,,Yupik (Siberian),2013,False,False
yupik (sirenik),,158,ysi,ysr,{},64.5,-174.0,Eurasia,,Yupik (Sirenik),625,False,False
yupik (st lawrence island),,158,ysl,ess,{},63.5,-170.5,Eurasia,,Yupik (St. Lawrence Island),777,False,False
yurt tatar,,19,yta,nog,{},46.3333333333,48.5,Eurasia,,Yurt Tatar,261,False,False
zazaki,,183,zaz,diq,{},39.0,41.0,Eurasia,,Zazaki,1288,False,False
zhangzhung,,389,zha,jna,{},31.5833333333,78.4166666667,Eurasia,,Zhang-Zhung,626,False,False
zhuang (northern),,404,zhn,zgb,{},24.0,108.0,Eurasia,,Zhuang (Northern),263,False,False
abenaki (western),,17,abw,abe,{},44.0,-72.25,North America,,Abenaki (Western),267,False,False
achi,,250,aci,acr,{},15.1666666667,-90.5,North America,,Achí,2,False,False
achumawi,,173,acm,acv,{},41.5,-121.0,North America,,Achumawi,2069,False,False
acoma,,209,aco,kjq,{},34.9166666667,-107.583333333,North America,,Acoma,2438,True,True
aguacatec,,250,agu,agu,{},15.4166666667,-91.3333333333,North America,,Aguacatec,1060,False,False
ahtna,,262,aht,aht,{},62.0,-145.0,North America,,Ahtna,1382,False,False
alabama,,260,abm,akz,{},32.3333333333,-87.4166666667,North America,,Alabama,1787,False,False
aleut,,157,ale,ale,{},54.0,-166.0,North America,,Aleut,1788,False,False
aleut (eastern),,157,aea,ale,{},54.75,-164.0,North America,,Aleut (Eastern),1292,False,False
algonquin,,17,alg,alq,{},46.0,-77.0,North America,,Algonquin,272,False,False
alsea,,328,als,aes,{},44.6666666667,-123.916666667,North America,,Alsea,1061,False,False
alutiiq,,158,atq,ems,{},57.0,-157.0,North America,,Alutiiq,854,False,False
american sign language,,330,asl,ase,{},39.0,-78.0,North America,,American Sign Language,274,False,False
amuzgo,,337,amz,amu,{},16.8333333333,-98.0,North America,,Amuzgo,1495,False,False
apache (chiricahua),,262,apc,apm,{},33.25,-108.0,North America,,Apache (Chiricahua),632,False,False
apache (jicarilla),,262,apj,apj,{},36.5833333333,-104.0,North America,,Apache (Jicarilla),501,False,False
apache (western),,262,apw,apw,{},33.75,-110.0,North America,,Apache (Western),1583,False,False
arapaho,,17,aho,arp,{},40.0,-103.0,North America,,Arapaho,508,False,False
arikara,,115,akr,ari,{},45.5,-100.5,North America,,Arikara,637,False,False
atakapa,,27,atk,aqp,{},30.0,-93.5,North America,,Atakapa,1824,False,False
atikamekw,,17,ati,atj,{},48.0,-74.0,North America,,Atikamekw,277,False,False
atsugewi,,173,ats,atw,{},40.75,-121.0,North America,,Atsugewi,971,False,False
bella coola,,363,bco,blc,{},52.5,-126.666666667,North America,,Bella Coola,2131,False,False
beothuk,,108,beo,bue,{},48.0,-57.0,North America,,Beothuk,286,False,False
biloxi,,391,blx,bll,{},30.5,-88.6666666667,North America,,Biloxi,1949,False,False
blackfoot,,17,bla,bla,{},50.0,-112.666666667,North America,,Blackfoot,2091,False,False
boruca,,123,brc,brn,{},8.83333333333,-83.25,North America,,Boruca,290,False,False
bribri,,123,bri,bzd,{},9.41666666667,-83.0,North America,,Bribri,2310,False,True
buglere,,122,bgl,sab,{},8.5,-81.25,North America,,Buglere,660,False,False
cabecar,,123,cab,cjp,{},9.75,-83.4166666667,North America,,Cabécar,293,False,False
caddo,,115,cad,cad,{},33.3333333333,-93.5,North America,,Caddo,1221,False,False
cahuilla,,800,cah,chl,{},33.5,-116.25,North America,,Cahuilla,2413,False,True
cakchiquel,,250,cak,cak,{},14.5,-91.0,North America,,Cakchiquel,1716,False,False
carrier,,262,crq,crx,{},53.75,-123.5,North America,,Carrier,664,False,False
catawba,,803,ctw,chc,{},35.5,-80.5,North America,,Catawba,1106,False,False
cayuga,,192,cyg,cay,{},42.75,-76.75,North America,,Cayuga,787,False,False
chasta costa,,262,cco,,{},42.6666666667,-124.0,North America,,Chasta Costa,298,False,False
chatino (nopala),,332,cht,cya,{},16.0833333333,-97.1666666667,North America,,Chatino (Nopala),42,False,False
chatino (sierra occidental),,332,cso,ctp,{},16.25,-97.3333333333,North America,,Chatino (Sierra Occidental),2133,False,False
chatino (tataltepec),,332,ctt,cta,{},16.1666666667,-97.5833333333,North America,,Chatino (Tataltepec),299,False,False
chatino (yaitepec),,332,cya,ctp,{},16.25,-97.25,North America,,Chatino (Yaitepec),1717,False,False
chehalis (upper),,364,chl,cjh,{},46.5833333333,-123.0,North America,,Chehalis (Upper),1637,False,False
chemakum,,131,cmk,xch,{},48.0833333333,-122.916666667,North America,,Chemakum,300,False,False
chemehuevi,,477,cmh,ute,{},34.3333333333,-115.166666667,North America,,Chemehuevi,2134,False,False
cherokee,,191,che,chr,{},35.5,-83.5,North America,,Cherokee,2214,False,False
cheyenne,,17,cyn,chy,{},47.0,-95.0,North America,,Cheyenne,920,False,False
chichimecajonaz,,340,cjo,pei,{},21.6666666667,-100.5,North America,,Chichimeca-Jonaz,1065,False,False
chickasaw,,260,cck,cic,{},34.0,-88.0,North America,,Chickasaw,1444,False,False
chicomuceltec,,250,cec,cob,{},15.5,-92.25,North America,,Chicomuceltec,301,False,False
chimariko,,172,chi,cid,{},41.0,-123.0,North America,,Chimariko,1889,False,False
chinantec (comaltepec),,335,ccm,cco,{},17.5833333333,-96.4166666667,North America,,Chinantec (Comaltepec),2039,False,False
chinantec (lealao),,335,cle,cle,{},17.3333333333,-95.9166666667,North America,,Chinantec (Lealao),2414,False,True
chinantec (palantla),,335,cpl,cpa,{},18.8333333333,-96.75,North America,,Chinantec (Palantla),1890,False,False
chinantec (quiotepec),,335,chq,chq,{},17.5833333333,-96.6666666667,North America,,Chinantec (Quiotepec),2073,False,False
chinantec (san felipe usila),,335,csf,cuc,{},17.9166666667,-96.5,North America,,Chinantec (San Felipe Usila),303,False,False
chinantec (sochiapan),,335,csc,cso,{},17.75,-96.6666666667,North America,,Chinantec (Sochiapan),44,False,False
chinantec (tepetotutla),,335,cte,cnt,{},17.8333333333,-96.5,North America,,Chinantec (Tepetotutla),304,False,False
chinook (lower),,346,ckl,chh,{},46.25,-123.5,North America,,Chinook (Lower),1793,False,False
chinook (upper),,346,cku,wac,{},45.5,-122.5,North America,,Chinook (Upper),1590,False,False
chipewyan,,262,chp,chp,{},59.0,-106.0,North America,,Chipewyan,2058,False,False
chippewa (red lake and pillager),,17,cpw,ciw,{},48.0,-95.0,North America,,Chippewa (Red Lake and Pillager),45,False,False
chitimacha,,134,ctm,ctm,{},29.6666666667,-91.0,North America,,Chitimacha,2040,False,False
chocho,,339,cch,coz,{},17.6666666667,-97.4166666667,North America,,Chocho,977,False,False
choctaw,,260,cct,cho,{},32.25,-88.5,North America,,Choctaw,2186,False,False
chol,,250,col,"cti, ctu",{},17.75,-92.5,North America,,Chol,789,False,False
chontal (highland),,413,cho,chd,{},16.25,-95.75,North America,,Chontal (Highland),1107,False,False
chontal (huamelultec oaxaca),,413,chx,clo,{},16.0,-95.75,North America,,Chontal (Huamelultec Oaxaca),1540,False,False
chontal maya,,250,cmy,chf,{},18.1666666667,-92.5833333333,North America,,Chontal Maya,1925,False,False
chorti,,250,coi,caa,{},14.8333333333,-89.25,North America,,Chortí,665,False,False
chuj,,250,chj,"cac, cnm",{},15.9166666667,-91.5833333333,North America,,Chuj,1109,False,False
chumash (barbareno),,141,cba,boi,{},34.5,-120.25,North America,,Chumash (Barbareño),1951,False,False
chumash (ineseno),,141,cin,inz,{},34.6666666667,-120.25,North America,,Chumash (Ineseño),1110,False,False
clallam,,360,cla,clm,{},48.0833333333,-123.75,North America,,Clallam,667,False,False
coahuilteco,,142,coa,xcw,{},28.0,-100.0,North America,,Coahuilteco,1223,False,False
cocopa,,170,ccp,coc,{},32.3333333333,-115.0,North America,,Cocopa,2092,False,False
coeur dalene,,362,coe,crd,{},47.25,-116.5,North America,,Coeur d'Alene,1164,False,False
columbiawenatchi,,362,cwe,col,{},47.5,-120.0,North America,,Columbia-Wenatchi,48,False,False
comanche,,477,cmn,com,{},33.5,-101.5,North America,,Comanche,2419,False,True
comecrudo,,144,cmc,xcm,{},25.8333333333,-99.0,North America,,Comecrudo,307,False,False
comox,,360,cmx,coo,{},50.1666666667,-125.0,North America,,Comox,1446,False,False
coos (hanis),,327,coo,csz,{},43.5,-124.166666667,North America,,Coos (Hanis),2427,False,True
cora,,471,cor,crn,{},22.1666666667,-104.833333333,North America,,Cora,2020,False,False
creek,,260,crk,mus,{},34.0,-85.0,North America,,Creek,922,False,False
cree (plains),,17,cre,crk,{},54.0,-110.0,North America,,Cree (Plains),2428,True,True
cree (swampy),,17,cea,csw,{},56.0,-90.0,North America,,Cree (Swampy),1591,False,False
crow,,391,cro,cro,{},47.0,-108.0,North America,,Crow,1541,False,False
cuicatec,,334,ctc,"cut, cux",{},17.8333333333,-96.8333333333,North America,,Cuicatec,309,False,False
cuitlatec,,145,cut,,{},17.5,-101.0,North America,,Cuitlatec,310,False,False
cupeno,,800,cup,cup,{},33.1666666667,-116.5,North America,,Cupeño,669,False,False
dakota,,391,dak,dak,{},45.0,-93.5,North America,,Dakota,870,False,False
degexitan,,262,dgx,ing,{},62.0,-160.0,North America,,Degexit'an,313,False,False
diegueno (mesa grande),,170,die,dih,{},32.6666666667,-116.166666667,North America,,Diegueño (Mesa Grande),2327,False,False
esselen,,159,ess,esq,{},36.25,-121.75,North America,,Esselen,676,False,False
eudeve,,475,eud,opt,{},29.1666666667,-109.666666667,North America,,Eudeve,1679,False,False
eyak,,264,eya,eya,{},60.5,-145.0,North America,,Eyak,1391,False,False
fox,,17,fox,sac,{},43.0,-83.0,North America,,Fox,873,False,False
garifuna,,782,grf,cab,{},15.6666666667,-88.0,North America,,Garífuna,1995,False,False
gitksan,,352,git,git,{},55.3333333333,-127.75,North America,,Gitksan,1549,False,False
guadeloupe creole,,331,gdl,gcf,{},16.25,-61.5,North America,,Guadeloupe Creole,89,False,False
guarijio,,479,grj,var,{},27.75,-108.666666667,North America,,Guarijío,1755,False,False
haida,,167,hai,"hax, hdn",{},53.0,-132.0,North America,,Haida,2396,False,True
haida (northern),,167,hno,hdn,{},54.0,-132.5,North America,,Haida (Northern),682,False,False
haisla,,482,hsl,has,{},54.0,-128.75,North America,,Haisla,98,False,False
haitian creole,,331,hcr,hat,{},19.0,-72.5,North America,,Haitian Creole,984,False,False
halkomelem (island),,360,hli,hur,{},49.2,-123.0,North America,,Halkomelem (Island),2554,False,False
halkomelem (upriver),,360,hlu,hur,{},49.25,-121.916666667,North America,,Halkomelem (Upriver),2555,False,False
havasupai,,170,hav,yuf,{},35.75,-112.5,North America,,Havasupai,100,False,False
hawaiian creole,,331,hwc,hwc,{},21.5,-158.0,North America,,Hawaiian Creole,798,False,False
heiltsuk,,482,hei,hei,{},52.0,-127.5,North America,,Heiltsuk,1394,False,False
hidatsa,,391,hid,hid,{},47.0,-102.5,North America,,Hidatsa,1597,False,False
hopi,,473,hop,hop,{},36.0,-110.0,North America,,Hopi,2238,False,False
hualapai,,170,hlp,yuf,{},35.5,-113.75,North America,,Hualapai,1719,False,False
huastec,,250,htc,hus,{},22.0833333333,-99.3333333333,North America,,Huastec,2261,False,False
huave (san mateo del mar),,178,hve,huv,{},16.2166666667,-95.0,North America,,Huave (San Mateo del Mar),2283,False,False
huichol,,471,hui,hch,{},22.0,-104.0,North America,,Huichol,1800,False,False
hupa,,262,hup,hup,{},41.0833333333,-123.666666667,North America,,Hupa,2217,False,False
illinois,,17,ill,mia,{},40.0,-90.0,North America,,Illinois,331,False,False
international sign,,330,isl,,{},40.0,-170.0,North America,,International Sign,110,False,False
inuktitut (quebeclabrador),,158,iql,ike,{},62.0,-73.0,North America,,Inuktitut (Quebec-Labrador),688,False,False
inuktitut (rankin inlet),,158,inr,ikt,{},63.0,-92.0,North America,,Inuktitut (Rankin Inlet),334,False,False
inuktitut (salluit),,158,ins,ike,{},62.0,-76.0,North America,,Inuktitut (Salluit),689,False,False
inupiaq,,158,inu,esi,{},67.0,-161.0,North America,,Iñupiaq,540,False,False
itzaj,,250,itz,itz,{},17.0,-89.8333333333,North America,,Itzaj,1307,False,False
ixcatec,,339,ixc,ixc,{},17.8333333333,-97.1666666667,North America,,Ixcatec,338,False,False
ixil,,250,ixi,ixl,{},15.5,-91.0,North America,,Ixil,1173,False,False
jakaltek,,250,jak,"jac, jai",{},15.6666666667,-91.6666666667,North America,,Jakaltek,2487,True,True
jamaican creole,,331,jcr,jam,{},18.1666666667,-77.25,North America,,Jamaican Creole,120,False,False
jemez,,215,jem,tow,{},35.8333333333,-107.0,North America,,Jemez,340,False,False
kalapuya,,199,klp,kyl,{},44.5,-123.0,North America,,Kalapuya,693,False,False
kalispel,,362,kls,fla,{},48.0,-117.0,North America,,Kalispel,1758,False,False
kangiryuarmiut,,158,kgt,ikt,{},68.3333333333,-133.75,North America,,Kangiryuarmiut,345,False,False
kanjobal (eastern),,250,kea,kjb,{},15.3333333333,-91.6666666667,North America,,Kanjobal (Eastern),346,False,False
kanjobal (western),,250,kwe,knj,{},15.8333333333,-91.8333333333,North America,,Kanjobal (Western),803,False,False
karankawa,,201,kkw,zkk,{},28.0,-97.0,North America,,Karankawa,1077,False,False
karok,,204,krk,kyh,{},41.6666666667,-123.0,North America,,Karok,2435,True,True
kashaya,,176,ksh,kju,{},38.6666666667,-123.333333333,North America,,Kashaya,881,False,False
kato,,262,kto,ktw,{},39.6666666667,-123.666666667,North America,,Kato,354,False,False
kawaiisu,,477,kws,xaw,{},36.0,-117.5,North America,,Kawaiisu,2112,False,False
kekchi,,250,kek,kek,{},16.0,-89.8333333333,North America,,K'ekchí,1356,False,False
keresan (santa ana),,209,ksa,kee,{},35.4166666667,-106.666666667,North America,,Keresan (Santa Ana),1511,False,False
kickapoo,,17,kic,kic,{},42.25,-84.0,North America,,Kickapoo,929,False,False
kiliwa,,170,klw,klb,{},31.3333333333,-115.666666667,North America,,Kiliwa,1644,False,False
kiowa,,215,kio,kio,{},37.0,-99.0,North America,,Kiowa,2448,True,True
kitsai,,115,kit,kii,{},31.8333333333,-96.5,North America,,Kitsai,703,False,False
klamath,,353,klm,kla,{},42.5,-121.5,North America,,Klamath,2289,False,False
koasati,,260,koa,cku,{},34.8333333333,-85.1666666667,North America,,Koasati,2459,True,True
konkow,,345,knw,mjd,{},39.5,-121.5,North America,,Konkow,1400,False,False
koyukon,,262,kyn,koy,{},65.0,-155.0,North America,,Koyukon,1180,False,False
kutchin,,262,kth,gwi,{},67.0,-146.0,North America,,Kutchin,365,False,False
kutenai,,222,kut,kut,{},49.5,-116.0,North America,,Kutenai,2482,True,True
kwakwala,,482,kwk,kwk,{},51.0,-127.0,North America,,Kwakw'ala,2137,False,False
kyuquot,,481,kyq,nuk,{},50.1666666667,-127.166666667,North America,,Kyuquot,1361,False,False
lacandon,,250,lac,lac,{},17.0,-91.5,North America,,Lacandón,1463,False,False
lakhota,,391,lkt,lkt,{},43.8333333333,-101.833333333,North America,,Lakhota,2488,True,True
langue des signes quebecoise,,330,lsq,fcs,{},48.0,-75.0,North America,,Langue des Signes Québecoise,369,False,False
lesser antillean french creole,,331,lcr,"acf, gcf",{},15.0,-61.1666666667,North America,,Lesser Antillean French Creole,375,False,False
lillooet,,362,lil,lil,{},50.75,-122.0,North America,,Lillooet,1837,False,False
luiseno,,800,lui,lui,{},33.3333333333,-117.166666667,North America,,Luiseño,2228,False,False
lummi,,360,lum,str,{},48.7,-122.666666667,North America,,Lummi,151,False,False
lushootseed,,360,lus,lut,{},48.0,-122.0,North America,,Lushootseed,1404,False,False
mahican,,17,mhc,xpq,{},42.6666666667,-73.5,North America,,Mahican,385,False,False
maidu (northeast),,345,mne,nmu,{},40.0,-120.666666667,North America,,Maidu (Northeast),2332,False,False
makah,,481,mak,myh,{},48.3333333333,-124.666666667,North America,,Makah,2379,True,True
mam,,250,mam,mvc,{},15.0,-91.8333333333,North America,,Mam,2252,False,False
mam (southern),,250,mmz,mms,{},14.8333333333,-91.6666666667,North America,,Mam (Southern),81,False,False
mandan,,391,mdn,mhq,{},46.5,-102.5,North America,,Mandan,1901,False,False
maricopa,,170,mar,mrc,{},33.1666666667,-113.166666667,North America,,Maricopa,2479,True,True
martinique creole,,331,mqc,gcf,{},14.6666666667,-61.0,North America,,Martinique Creole,168,False,False
massachusett,,17,mtt,wam,{},42.5,-71.0,North America,,Massachusett,1407,False,False
mattole,,262,mtl,mvb,{},40.1666666667,-124.166666667,North America,,Mattole,389,False,False
mayangna,,251,sum,yan,{},13.0,-84.5,North America,,Mayangna,604,False,False
mayo,,475,myo,mfy,{},26.0,-108.0,North America,,Mayo,558,False,False
mazahua,,336,maz,"maz, mmc",{},19.4166666667,-99.9166666667,North America,,Mazahua,1516,False,False
mazatec (chiquihuitlan),,339,mzc,maq,{},17.75,-96.9166666667,North America,,Mazatec (Chiquihuitlán),1903,False,False
mazatec (huautla),,339,mzh,mau,{},18.25,-96.8333333333,North America,,Mazatec (Huautla),1408,False,False
